2024-08-13 13:51:29 -- ======== jdk =========
2024-08-16 18:13:27 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:13:27 -- ===========================
2024-08-16 18:13:31 -- cat -- 接口的初始化方法
2024-08-16 18:13:31 -- 前置通知，执行方法：queryUserInfo，方法参数：null
2024-08-16 18:13:31 -- 目标方法调用：正在查询用户信息......
2024-08-16 18:13:31 -- 返回通知，返回值：zs
2024-08-16 18:13:31 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:13:31 -- zs
2024-08-16 18:13:31 -- ===========================
2024-08-16 18:13:31 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 18:13:31 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 18:13:31 -- 目标方法调用：正在注册用户信息：zs
2024-08-16 18:13:31 -- 返回通知，返回值：null
2024-08-16 18:13:31 -- 返回通知，返回值：null
2024-08-16 18:13:31 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:13:31 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:13:31 -- ===========================
2024-08-16 18:14:24 -- cat -- 接口的初始化方法
2024-08-16 18:14:24 -- 前置通知，执行方法：queryUserInfo，方法参数：null
2024-08-16 18:14:24 -- 目标方法调用：正在查询用户信息......
2024-08-16 18:14:24 -- 返回通知，返回值：zs
2024-08-16 18:14:24 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:14:24 -- zs
2024-08-16 18:14:24 -- ===========================
2024-08-16 18:14:24 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 18:14:24 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 18:14:24 -- 目标方法调用：正在注册用户信息：zs
2024-08-16 18:14:24 -- 返回通知，返回值：null
2024-08-16 18:14:24 -- 返回通知，返回值：null
2024-08-16 18:14:24 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:14:24 -- 最终通知：~~~~~~~~~~~~
2024-08-16 18:14:24 -- ===========================
2024-08-16 23:27:03 -- cat -- 接口的初始化方法
2024-08-16 23:27:03 -- 前置通知，执行方法：queryUserInfo，方法参数：null
2024-08-16 23:27:03 -- 目标方法调用：正在查询用户信息......
2024-08-16 23:27:03 -- 返回通知，返回值：zs
2024-08-16 23:27:03 -- 最终通知：~~~~~~~~~~~~
2024-08-16 23:27:03 -- zs
2024-08-16 23:27:03 -- ===========================
2024-08-16 23:27:03 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 23:27:03 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-16 23:27:03 -- 目标方法调用：正在注册用户信息：zs
2024-08-16 23:27:03 -- 返回通知，返回值：null
2024-08-16 23:27:03 -- 返回通知，返回值：null
2024-08-16 23:27:03 -- 最终通知：~~~~~~~~~~~~
2024-08-16 23:27:03 -- 最终通知：~~~~~~~~~~~~
2024-08-16 23:27:03 -- ===========================
2024-08-17 13:58:37 -- cat -- 接口的初始化方法
2024-08-17 13:58:37 -- 前置通知，执行方法：queryUserInfo，方法参数：null
2024-08-17 13:58:37 -- 目标方法调用：正在查询用户信息......
2024-08-17 13:58:37 -- 返回通知，返回值：zs
2024-08-17 13:58:37 -- 最终通知：~~~~~~~~~~~~
2024-08-17 13:58:37 -- zs
2024-08-17 13:58:37 -- ===========================
2024-08-17 13:58:37 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-17 13:58:37 -- 前置通知，执行方法：register，方法参数：[zs]
2024-08-17 13:58:37 -- 目标方法调用：正在注册用户信息：zs
2024-08-17 13:58:37 -- 返回通知，返回值：null
2024-08-17 13:58:37 -- 返回通知，返回值：null
2024-08-17 13:58:37 -- 最终通知：~~~~~~~~~~~~
2024-08-17 13:58:37 -- 最终通知：~~~~~~~~~~~~
2024-08-17 13:58:37 -- ===========================
2024-08-17 17:50:05 -- contextRefreshedEventListener   before
2024-08-17 17:50:05 -- contextRefreshedEventListener   after
2024-08-17 17:50:40 -- contextRefreshedEventListener   before
2024-08-17 17:50:40 -- contextRefreshedEventListener   after
2024-08-17 17:51:01 -- contextRefreshedEventListener   before
2024-08-17 17:51:01 -- contextRefreshedEventListener   after
2024-08-17 17:53:03 -- contextRefreshedEventListener   before
2024-08-17 17:53:03 -- contextRefreshedEventListener   after
2024-08-17 17:53:39 -- contextRefreshedEventListener   before
2024-08-17 17:53:39 -- contextRefreshedEventListener   after
2024-08-17 17:54:43 -- contextRefreshedEventListener   before
2024-08-17 17:54:43 -- contextRefreshedEventListener   after
2024-08-17 17:54:54 -- contextRefreshedEventListener   before
2024-08-17 17:54:54 -- contextRefreshedEventListener   after
2024-08-17 17:55:11 -- contextRefreshedEventListener   before
2024-08-17 17:55:11 -- contextRefreshedEventListener   after
2024-08-17 17:56:39 -- contextRefreshedEventListener   before
2024-08-17 17:56:39 -- contextRefreshedEventListener   after
2024-08-17 17:56:47 -- contextRefreshedEventListener   before
2024-08-17 17:56:47 -- contextRefreshedEventListener   after
2024-08-17 17:56:54 -- contextRefreshedEventListener   before
2024-08-17 17:56:54 -- contextRefreshedEventListener   after
2024-08-17 17:57:09 -- myFactoryBean   before
2024-08-17 17:57:09 -- myFactoryBean   after
2024-08-17 17:57:14 -- contextRefreshedEventListener   before
2024-08-17 17:57:14 -- contextRefreshedEventListener   after
2024-08-17 17:58:57 -- contextRefreshedEventListener   before
2024-08-17 17:58:57 -- contextRefreshedEventListener   after
2024-08-17 18:01:05 -- contextRefreshedEventListener   before
2024-08-17 18:01:05 -- contextRefreshedEventListener   after
2024-08-17 18:02:14 -- contextRefreshedEventListener   before
2024-08-17 18:02:14 -- contextRefreshedEventListener   after
2024-08-17 18:02:46 -- contextRefreshedEventListener   before
2024-08-17 18:02:46 -- contextRefreshedEventListener   after
2024-08-17 18:03:29 -- contextRefreshedEventListener   before
2024-08-17 18:03:29 -- contextRefreshedEventListener   after
2024-08-17 18:05:03 -- contextRefreshedEventListener   before
2024-08-17 18:05:03 -- contextRefreshedEventListener   after
2024-08-17 18:12:35 -- contextRefreshedEventListener   before
2024-08-17 18:12:35 -- contextRefreshedEventListener   after
2024-08-17 18:12:35 -- customEventListener   before
2024-08-17 18:12:35 -- customEventListener   after
2024-08-17 18:12:35 -- contextClosedEventListener   before
2024-08-17 18:12:35 -- contextClosedEventListener   after
2024-08-17 18:12:35 -- myAopTest1   before
2024-08-17 18:12:35 -- myAopTest1   after
2024-08-17 18:12:35 -- myAopTest   before
2024-08-17 18:12:35 -- myAopTest   after
2024-08-17 18:12:35 -- cat   before
2024-08-17 18:12:35 -- cat -- 接口的初始化方法
2024-08-17 18:12:35 -- cat   after
2024-08-17 18:12:35 -- person   before
2024-08-17 18:12:35 -- person   after
2024-08-17 18:12:35 -- myConfiguration   before
2024-08-17 18:12:35 -- myConfiguration   after
2024-08-17 18:12:35 -- beanTest   before
2024-08-17 18:12:35 -- beanTest   after
2024-08-17 18:12:35 -- userServiceImpl   before
2024-08-17 18:12:35 -- userServiceImpl   after
2024-08-17 18:12:35 -- myFactoryBean   before
2024-08-17 18:12:35 -- myFactoryBean   after
2024-08-17 18:12:35 -- getObject 被调用
2024-08-17 18:12:35 -- create myBean
2024-08-17 18:19:23 -- contextRefreshedEventListener   before
2024-08-17 18:19:23 -- contextRefreshedEventListener   after
2024-08-17 18:19:23 -- customEventListener   before
2024-08-17 18:19:23 -- customEventListener   after
2024-08-17 18:19:23 -- contextClosedEventListener   before
2024-08-17 18:19:23 -- contextClosedEventListener   after
2024-08-17 18:19:25 -- myAopTest   before
2024-08-17 18:19:25 -- myAopTest   after
2024-08-17 18:19:25 -- myAopTest1   before
2024-08-17 18:19:25 -- myAopTest1   after
2024-08-17 18:19:25 -- cat   before
2024-08-17 18:19:25 -- cat -- 接口的初始化方法
2024-08-17 18:19:25 -- cat   after
2024-08-17 18:19:25 -- person   before
2024-08-17 18:19:25 -- person   after
2024-08-17 18:19:25 -- myConfiguration   before
2024-08-17 18:19:25 -- myConfiguration   after
2024-08-17 18:19:25 -- beanTest   before
2024-08-17 18:19:25 -- beanTest   after
2024-08-17 18:19:25 -- userServiceImpl   before
2024-08-17 18:19:25 -- userServiceImpl   after
2024-08-17 18:19:25 -- myFactoryBean   before
2024-08-17 18:19:25 -- myFactoryBean   after
2024-08-17 18:19:25 -- getObject 被调用
2024-08-17 18:19:25 -- create myBean
2024-08-17 18:19:34 -- contextRefreshedEventListener   before
2024-08-17 18:19:34 -- contextRefreshedEventListener   after
2024-08-17 18:19:34 -- customEventListener   before
2024-08-17 18:19:34 -- customEventListener   after
2024-08-17 18:19:34 -- contextClosedEventListener   before
2024-08-17 18:19:34 -- contextClosedEventListener   after
2024-08-17 18:19:41 -- myAopTest   before
2024-08-17 18:19:41 -- myAopTest   after
2024-08-17 18:19:41 -- myAopTest1   before
2024-08-17 18:19:41 -- myAopTest1   after
2024-08-17 18:20:08 -- cat   before
2024-08-17 18:20:08 -- cat -- 接口的初始化方法
2024-08-17 18:20:08 -- cat   after
2024-08-17 18:20:08 -- person   before
2024-08-17 18:20:08 -- person   after
2024-08-17 18:20:08 -- myConfiguration   before
2024-08-17 18:20:08 -- myConfiguration   after
2024-08-17 18:20:08 -- beanTest   before
2024-08-17 18:20:08 -- beanTest   after
2024-08-17 18:20:11 -- userServiceImpl   before
2024-08-17 18:20:11 -- userServiceImpl   after
2024-08-17 18:20:12 -- myFactoryBean   before
2024-08-17 18:20:12 -- myFactoryBean   after
2024-08-17 18:20:12 -- getObject 被调用
2024-08-17 18:20:12 -- create myBean
2024-08-17 18:22:05 -- contextRefreshedEventListener   before
2024-08-17 18:22:05 -- contextRefreshedEventListener   after
2024-08-17 18:22:05 -- customEventListener   before
2024-08-17 18:22:05 -- customEventListener   after
2024-08-17 18:22:05 -- contextClosedEventListener   before
2024-08-17 18:22:05 -- contextClosedEventListener   after
2024-08-17 18:22:07 -- myAopTest1   before
2024-08-17 18:22:07 -- myAopTest1   after
2024-08-17 18:22:07 -- myAopTest   before
2024-08-17 18:22:07 -- myAopTest   after
2024-08-17 18:22:09 -- cat   before
2024-08-17 18:22:09 -- cat -- 接口的初始化方法
2024-08-17 18:22:09 -- cat   after
2024-08-17 18:22:09 -- person   before
2024-08-17 18:22:09 -- person   after
2024-08-17 18:22:09 -- myConfiguration   before
2024-08-17 18:22:09 -- myConfiguration   after
2024-08-17 18:22:09 -- beanTest   before
2024-08-17 18:22:09 -- beanTest   after
2024-08-17 18:22:09 -- userServiceImpl   before
2024-08-17 18:22:09 -- userServiceImpl   after
2024-08-17 18:22:09 -- myFactoryBean   before
2024-08-17 18:22:09 -- myFactoryBean   after
2024-08-17 18:22:09 -- getObject 被调用
2024-08-17 18:22:09 -- create myBean
2024-08-17 18:22:09 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@293a5bf6]
2024-08-17 18:22:48 -- contextRefreshedEventListener   before
2024-08-17 18:22:48 -- contextRefreshedEventListener   after
2024-08-17 18:22:48 -- customEventListener   before
2024-08-17 18:22:48 -- customEventListener   after
2024-08-17 18:22:48 -- contextClosedEventListener   before
2024-08-17 18:22:48 -- contextClosedEventListener   after
2024-08-17 18:22:53 -- myAopTest1   before
2024-08-17 18:22:53 -- myAopTest1   after
2024-08-17 18:22:53 -- myAopTest   before
2024-08-17 18:22:53 -- myAopTest   after
2024-08-17 18:22:53 -- cat   before
2024-08-17 18:22:53 -- cat -- 接口的初始化方法
2024-08-17 18:22:53 -- cat   after
2024-08-17 18:22:53 -- person   before
2024-08-17 18:22:53 -- person   after
2024-08-17 18:22:53 -- myConfiguration   before
2024-08-17 18:22:53 -- myConfiguration   after
2024-08-17 18:22:53 -- beanTest   before
2024-08-17 18:22:53 -- beanTest   after
2024-08-17 18:22:53 -- userServiceImpl   before
2024-08-17 18:22:53 -- userServiceImpl   after
2024-08-17 18:22:53 -- myFactoryBean   before
2024-08-17 18:22:53 -- myFactoryBean   after
2024-08-17 18:22:53 -- getObject 被调用
2024-08-17 18:22:53 -- create myBean
2024-08-17 18:22:53 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@49ec71f8]
2024-08-17 18:22:53 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@49ec71f8 . 消息 -- 剑来
2024-08-17 20:58:22 -- contextRefreshedEventListener   before
2024-08-17 20:58:22 -- contextRefreshedEventListener   after
2024-08-17 20:58:22 -- customEventListener   before
2024-08-17 20:58:22 -- customEventListener   after
2024-08-17 20:58:22 -- contextClosedEventListener   before
2024-08-17 20:58:22 -- contextClosedEventListener   after
2024-08-17 20:58:22 -- myAopTest1   before
2024-08-17 20:58:22 -- myAopTest1   after
2024-08-17 20:58:22 -- myAopTest   before
2024-08-17 20:58:22 -- myAopTest   after
2024-08-17 20:58:22 -- cat   before
2024-08-17 20:58:22 -- cat -- 接口的初始化方法
2024-08-17 20:58:22 -- cat   after
2024-08-17 20:58:22 -- person   before
2024-08-17 20:58:22 -- person   after
2024-08-17 20:58:22 -- myConfiguration   before
2024-08-17 20:58:22 -- myConfiguration   after
2024-08-17 20:58:22 -- beanTest   before
2024-08-17 20:58:22 -- beanTest   after
2024-08-17 20:58:22 -- userServiceImpl   before
2024-08-17 20:58:22 -- userServiceImpl   after
2024-08-17 20:58:22 -- myFactoryBean   before
2024-08-17 20:58:22 -- myFactoryBean   after
2024-08-17 20:58:22 -- getObject 被调用
2024-08-17 20:58:22 -- create myBean
2024-08-17 20:58:22 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@223d2c72]
2024-08-17 20:58:22 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@223d2c72 . 消息 -- 剑来
2024-08-17 21:04:42 -- contextRefreshedEventListener   before
2024-08-17 21:04:42 -- contextRefreshedEventListener   after
2024-08-17 21:04:42 -- customEventListener   before
2024-08-17 21:04:42 -- customEventListener   after
2024-08-17 21:04:42 -- contextClosedEventListener   before
2024-08-17 21:04:42 -- contextClosedEventListener   after
2024-08-17 21:04:42 -- myAopTest   before
2024-08-17 21:04:42 -- myAopTest   after
2024-08-17 21:04:42 -- myAopTest1   before
2024-08-17 21:04:42 -- myAopTest1   after
2024-08-17 21:04:42 -- cat   before
2024-08-17 21:04:42 -- cat -- 接口的初始化方法
2024-08-17 21:04:42 -- cat   after
2024-08-17 21:04:42 -- person   before
2024-08-17 21:04:42 -- person   after
2024-08-17 21:04:42 -- myConfiguration   before
2024-08-17 21:04:42 -- myConfiguration   after
2024-08-17 21:04:42 -- beanTest   before
2024-08-17 21:04:42 -- beanTest   after
2024-08-17 21:04:42 -- userServiceImpl   before
2024-08-17 21:04:42 -- userServiceImpl   after
2024-08-17 21:04:42 -- myFactoryBean   before
2024-08-17 21:04:42 -- myFactoryBean   after
2024-08-17 21:04:42 -- getObject 被调用
2024-08-17 21:04:42 -- create myBean
2024-08-17 21:04:42 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@3febb011]
2024-08-17 21:04:42 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@3febb011 . 消息 -- 剑来
2024-08-17 21:10:57 -- contextRefreshedEventListener   before
2024-08-17 21:10:57 -- contextRefreshedEventListener   after
2024-08-17 21:10:57 -- customEventListener   before
2024-08-17 21:10:57 -- customEventListener   after
2024-08-17 21:10:57 -- contextClosedEventListener   before
2024-08-17 21:10:57 -- contextClosedEventListener   after
2024-08-17 21:10:57 -- myAopTest   before
2024-08-17 21:10:57 -- myAopTest   after
2024-08-17 21:13:40 -- contextRefreshedEventListener   before
2024-08-17 21:13:40 -- contextRefreshedEventListener   after
2024-08-17 21:13:40 -- customEventListener   before
2024-08-17 21:13:40 -- customEventListener   after
2024-08-17 21:13:40 -- contextClosedEventListener   before
2024-08-17 21:13:40 -- contextClosedEventListener   after
2024-08-17 21:13:40 -- myAopTest   before
2024-08-17 21:13:40 -- myAopTest   after
2024-08-17 21:13:40 -- myAopTest1   before
2024-08-17 21:13:40 -- myAopTest1   after
2024-08-17 21:13:40 -- cat   before
2024-08-17 21:13:40 -- cat -- 接口的初始化方法
2024-08-17 21:13:40 -- cat   after
2024-08-17 21:13:40 -- person   before
2024-08-17 21:13:40 -- person   after
2024-08-17 21:13:40 -- myConfiguration   before
2024-08-17 21:13:40 -- myConfiguration   after
2024-08-17 21:13:40 -- beanTest   before
2024-08-17 21:13:40 -- beanTest   after
2024-08-17 21:13:40 -- userServiceImpl   before
2024-08-17 21:13:40 -- userServiceImpl   after
2024-08-17 21:13:40 -- myFactoryBean   before
2024-08-17 21:13:40 -- myFactoryBean   after
2024-08-17 21:13:40 -- getObject 被调用
2024-08-17 21:13:40 -- create myBean
2024-08-17 21:13:40 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@c8c12ac]
2024-08-17 21:13:40 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@c8c12ac . 消息 -- 剑来
2024-08-17 21:14:14 -- contextRefreshedEventListener   before
2024-08-17 21:14:14 -- contextRefreshedEventListener   after
2024-08-17 21:14:14 -- customEventListener   before
2024-08-17 21:14:14 -- customEventListener   after
2024-08-17 21:14:14 -- contextClosedEventListener   before
2024-08-17 21:14:14 -- contextClosedEventListener   after
2024-08-17 21:14:14 -- myAopTest1   before
2024-08-17 21:14:14 -- myAopTest1   after
2024-08-17 21:14:14 -- myAopTest   before
2024-08-17 21:14:14 -- myAopTest   after
2024-08-17 21:14:14 -- cat   before
2024-08-17 21:14:14 -- cat -- 接口的初始化方法
2024-08-17 21:14:14 -- cat   after
2024-08-17 21:14:14 -- person   before
2024-08-17 21:14:14 -- person   after
2024-08-17 21:14:14 -- myConfiguration   before
2024-08-17 21:14:14 -- myConfiguration   after
2024-08-17 21:14:14 -- beanTest   before
2024-08-17 21:14:14 -- beanTest   after
2024-08-17 21:14:14 -- userService   before
2024-08-17 21:14:14 -- userService   after
2024-08-17 21:14:14 -- myBean   before
2024-08-17 21:14:14 -- myBean   after
2024-08-17 21:14:14 -- getObject 被调用
2024-08-17 21:14:14 -- create myBean
2024-08-17 21:14:14 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@8f4ea7c]
2024-08-17 21:14:14 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@8f4ea7c . 消息 -- 剑来
2024-08-17 21:14:36 -- contextRefreshedEventListener   before
2024-08-17 21:14:36 -- contextRefreshedEventListener   after
2024-08-17 21:14:36 -- customEventListener   before
2024-08-17 21:14:36 -- customEventListener   after
2024-08-17 21:14:36 -- contextClosedEventListener   before
2024-08-17 21:14:36 -- contextClosedEventListener   after
2024-08-17 21:14:36 -- myAopTest   before
2024-08-17 21:14:36 -- myAopTest   after
2024-08-17 21:14:37 -- myAopTest1   before
2024-08-17 21:14:37 -- myAopTest1   after
2024-08-17 21:14:37 -- cat   before
2024-08-17 21:14:37 -- cat -- 接口的初始化方法
2024-08-17 21:14:37 -- cat   after
2024-08-17 21:14:37 -- person   before
2024-08-17 21:14:37 -- person   after
2024-08-17 21:14:37 -- myConfiguration   before
2024-08-17 21:14:37 -- myConfiguration   after
2024-08-17 21:14:37 -- beanTest   before
2024-08-17 21:14:37 -- beanTest   after
2024-08-17 21:14:37 -- userService   before
2024-08-17 21:14:37 -- userService   after
2024-08-17 21:14:37 -- myBean   before
2024-08-17 21:14:37 -- myBean   after
2024-08-17 21:14:37 -- getObject 被调用
2024-08-17 21:14:37 -- create myBean
2024-08-17 21:14:37 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@79e2c065]
2024-08-17 21:14:37 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@79e2c065 . 消息 -- 剑来
2024-08-17 21:17:57 -- contextRefreshedEventListener   before
2024-08-17 21:17:57 -- contextRefreshedEventListener   after
2024-08-17 21:17:58 -- customEventListener   before
2024-08-17 21:17:58 -- customEventListener   after
2024-08-17 21:17:58 -- contextClosedEventListener   before
2024-08-17 21:17:58 -- contextClosedEventListener   after
2024-08-17 21:17:59 -- myAopTest1   before
2024-08-17 21:17:59 -- myAopTest1   after
2024-08-17 21:18:00 -- myAopTest   before
2024-08-17 21:18:00 -- myAopTest   after
2024-08-17 21:18:01 -- cat   before
2024-08-17 21:18:01 -- cat -- 接口的初始化方法
2024-08-17 21:18:01 -- cat   after
2024-08-17 21:18:01 -- person   before
2024-08-17 21:18:01 -- person   after
2024-08-17 21:18:02 -- myConfiguration   before
2024-08-17 21:18:02 -- myConfiguration   after
2024-08-17 21:18:03 -- beanTest   before
2024-08-17 21:18:03 -- beanTest   after
2024-08-17 21:19:46 -- userService   before
2024-08-17 21:19:46 -- userService   after
2024-08-17 21:19:46 -- myBean   before
2024-08-17 21:19:46 -- myBean   after
2024-08-17 21:19:46 -- getObject 被调用
2024-08-17 21:19:46 -- create myBean
2024-08-17 21:19:46 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@6aeb35e6]
2024-08-17 21:19:46 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@6aeb35e6 . 消息 -- 剑来
2024-08-17 21:23:09 -- contextRefreshedEventListener   before
2024-08-17 21:23:09 -- contextRefreshedEventListener   after
2024-08-17 21:23:10 -- customEventListener   before
2024-08-17 21:23:10 -- customEventListener   after
2024-08-17 21:23:10 -- contextClosedEventListener   before
2024-08-17 21:23:10 -- contextClosedEventListener   after
2024-08-17 21:23:10 -- myAopTest   before
2024-08-17 21:23:10 -- myAopTest   after
2024-08-17 21:23:14 -- myAopTest1   before
2024-08-17 21:23:14 -- myAopTest1   after
2024-08-17 21:23:14 -- cat   before
2024-08-17 21:23:14 -- cat -- 接口的初始化方法
2024-08-17 21:23:14 -- cat   after
2024-08-17 21:23:14 -- person   before
2024-08-17 21:23:14 -- person   after
2024-08-17 21:23:14 -- myConfiguration   before
2024-08-17 21:23:14 -- myConfiguration   after
2024-08-17 21:23:14 -- beanTest   before
2024-08-17 21:23:14 -- beanTest   after
2024-08-17 21:23:14 -- userService   before
2024-08-17 21:23:14 -- userService   after
2024-08-17 21:23:14 -- myBean   before
2024-08-17 21:23:14 -- myBean   after
2024-08-17 21:23:14 -- getObject 被调用
2024-08-17 21:23:14 -- create myBean
2024-08-17 21:23:14 -- 订阅到了 --- 容器刷新，事件源 com.fzdkx.spring.context.event.ContextRefreshedEvent[source=com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@74fe5c40]
2024-08-17 21:23:14 -- 接受到自定义事件：id -- 20021116 , 事件源 -- com.fzdkx.spring.context.support.AnnotationConfigApplicationContext@74fe5c40 . 消息 -- 剑来
